Res	Resprod
"- Duplex avec Ray BRADBURY à Los Angeles, Taslima NASREEN à Berlin, Rigoberta MENCHU à Vienne. Diffusion d'un savoureux montage, compilation de visions désuètes du futur (prospective, BD, films SF).                                                           
- Jean-Claude CARRIERE, écrivain et scénariste, dramatise d'emblée l'atmosphère avec une méditation prophétique (préenregistrée)  sur le saccage physique et spirituel de la planète. - Federico MAYOR, directeur général de l'UNESCO, lance un appel (préenregistré) à faire face aux défis du XXIe siècle, environnement, redistribution des connaissances à défaut des richesses, et danger de concentration des pouvoirs aux mains de quelques-uns.                       
- Georges DUBY, historien, remet l'An 1000 en perspective, inventé par des historiens romantiques, d'après l'oeuvre d'un moine tardif. Il estime le XXe siècle plus barbare que le XIe, sa révolution c'est l'égalité des sexes, et s'alarme enfin de la détérioration du tissu social occidental.                              
 - Jean DELUMEAU, historien, confirme en liant le millénarisme au texte de l'Apocalypse. Il se réjouit de la réconciliation franco-allemande et du déclin du débat marxistes/ positivistes, ouvrant la porte à une éthique collective.
- Ray BRADBURY, écrivain, intervient à deux reprises pour un éloge lucide du progrès, sans appréhension d'invasion extra-terrestre, c'est elle-même que l'humanité cherche dans l'espace, lui s'inquiète de la violence urbaine et du rôle de la TV.   - Paul RICOEUR, philosophe, refuse l'idée de bilan, et critique le magistère de la télévision, exercé par des anonymes incontrôlés. Il s'interroge sur les nuisances de l'agro-alimentaire et les pouvoirs de contrôle, et recommande la compassion, tout n'est pas dit dans l'enceinte de sa propre conviction.                                             - - Michel SERRE, philosophe, évoque la théorie du chaos, la science permet la prévision non la prédiction, l'histoire relève d'un ordre de phénomènes imprévisibles, il déplore la persistance des inégalités, distingue entre enthousiastes de la connaissance et mélancoliques de l'existence, et plaide pour l'éducation.          - - Tahar BEN JELLOUN, écrivain, regrette que le tiers-monde reste exclu du développement, c'est l'Homme qui en sort amoindri, il faut s'attendre à des migrations de population, mieux vaudrait écouter les créateurs que les militaires et les financiers, il y a le FN mais aussi des mouvements en lutte contre, et le processus de paix au Proche-Orient est en bonne voie à Charm-El-Cheikh. 
- Pierre LENA, astrophysicien, se réfère au mésusage de la science culminant avec Hiroshima, sans lui être consubstantiel. Mars est à portée, d'autres planètes peut-être, c'est un projet mobilisateur qu'il faut donner en partage à l'humanité future. 
- Daniel COHEN, biologiste, invoque l'expansion de l'univers et la double hélice de l'ADN, on rate relativement à ce qui réussit, la médecine développée est réservée à la part nantie de l'humanité, la souffrance a diminuée dans l'absolu, mais un chômeur de longue durée souffre autant que le cancéreux en phase terminale; il incline à croire que le monde n'est pas le fruit du hasard.                  - Louis-Marie HOUDEBINE, biologiste à l'INRA, mentionne les consignes productivistes de l'après-guerre avec leur cortège inhérent de pollution, et une démesure actuellement payée aussi par le mal-être des animaux. Le génie génétique offre de nouvelles approches, mais la recherche biotechnologique reste un apanage de riches.
- Yves COPPENS, paléontologue, fait mine d'arriver de sa grotte, il pense que l'homme sort de l'animalité par sa technologie, acquérant liberté et responsabilité : vive la science ! il exprime sa confiance dans l'humanité face au problème démographique, voire de la techtonique des plaques.                  
- Gérard THERY, président de la Cité des Sciences, scinde le XXe siècle en deux moitiés, l'une d'atrocités et l'autre d'avancées technologiques, mais il y a déficit de spiritualité, la TV aide à donner du sens.
- Taslima NASREEN, écrivain, vit à Berlin dans la solitude et la nostalgie de son pays et de sa langue. Elle cite Dickens, appréhende la venue d'un âge de ténèbres religieux, à base de haine, de paganisme, de racisme. On parle d'autres planètes, mais subsistent la faim, les catastrophes naturelles, l'analphabétisme. Il est nécessaire que chacun lutte contre l'inégalité.                              - Rigoberta MENCHU, écrivain, vit au Guatemala, pays de douleur et de cruauté mais aussi de plaisir de vie et de créativité, elle rêve de réconciliation, de paix, de justice, les peuples apprennent à évoluer selon leur rythme, il s'agit de les respecter, le monde est multi-ethnique, avec des solutions locales, où la contribution des femmes est essentielle. Elle souhaite bonne chance à T NASREEN et l'encourage à garder son enthousiasme.                               - - Christian de PORZAMPARC, architecte, constate que si on peut aller sur la lune, on ne sait plus faire un morceau de quartier dans une ville. Il faut penser la ville pour vivre ensemble, au carrefour de la technique et de la politique, dans un monde diversifié dégagé de l'équerrissage des années soixante, imbriquer la réflexion urbaine à l'organisation politique, au télé-travail, à la perspective de communautés plus réduites."	
	"[Source TNS media intelligence ] : 
- La NASA doit dévoiler une découverte en astrobiologie importante.
- Commentaire."
	"[Source Kantar Media] : 
- Il pourrait y avoir des Ovnis dans le Missouri.
- Reportage
- Interview de Robert Kover.
- Interview  de Becky Neely. L'armée de l'air ne réagit pas.
- Interview  de Margie Kay, chasseuse d'objet."
	"[Source : site web W9]
Chaque année dans le ciel français on recense près de 500 observations de phénomènes étranges. Mais la grande majorité d'entre-elles, 78 %, trouve une explication rationnelle après analyse scrupuleuse du GEIPAN, Le Groupe d'Études des Phénomènes Non-identifiés, créé par le CNES en 1977. Reste tout de même une centaine de cas par an où les membres du GEIPAN avouent ne pas être en mesure d'apporter une réponse logique à ces observations. Pour autant les scientifiques se refusent à parler d'OVNI, même lorsque les témoins sont particulièrement crédibles comme par exemple les pilotes de ligne, des hommes au mental d'acier, suivis psychologiquement, et dont la parole ne peut être mise en doute. Nous avons rencontré Jack Krine, ancien pilote de chasse dans l'armée et leader de la patrouille de France. Vous entendrez les récits de deux anciens pilotes d'Air France: Jean-Charles Dubocq et Jean-Gabriel Greslé. Tous les trois sont formels, ils se sont retrouvés nez à nez avec une soucoupe volante gigantesque. Dans ce documentaire inédit, nous avons cherché à savoir quelles étaient aujourd'hui les preuves de l'existence des OVNI ? Les OVNI sont-ils vraiment parmi nous ? Mythe ou réalité ?"""
	"[Source : site web W9]
De tout temps les témoignages relatifs à l'observation d'OVNI se multiplient sans pour autant qu'aucune preuve scientifique ne soit apportée. Aujourd'hui, les langues se délient surtout de la part de certains responsables politiques. Les 3 cas dont nous allons faire état sont incroyables, car ils sont corroborés par des personnalités qui habituellement ne s'expriment jamais sur la question des OVNI. Pour la première fois, des policiers, des généraux et même un gouverneur des États-Unis parlent et racontent ce qu'ils n'avaient jamais dit auparavant. Et nous comprendrons pourquoi les plus hauts responsables américains, belges et britanniques ont tenté pendant des années de minimiser et d'étouffer ces dossiers classés top secrets..."""
	"[Source Kantar Media] : 
- Le robot Curiosity est sur Mars. Il a pour mission d'apporter la preuve d' une existence extraterrestre.
- Reportage de Stéphanie Impalona (ph). Curiosity est le bijou de l'industrie aérospatiale. Sa caméra laser, la Chemcam (ph), a été élaborée à Toulouse par les équipes du CNES et de l' INRAP.
- Interview de Sylvestre Maurice, responsable de l'équipe qui a créé la Chemcam : il explique que Curiosity a analysé une eau propice à l' habitabilité.
- Une nouvelle mission d'exploration est déjà envisagée."
	"[Source iMedia]
La planète Mars est en passe d'être colonisée ; le robot Curiosity s'y trouve déjà pour préparer le terrain et chercher l'existence d'une vie extraterrestre."
"- Au CNES : réunion de représentants de l'état français et de scientifiques autour des ovnis. Interview d'Yves SILLARD, ancien directeur général Centre National d'Etudes Spatiales.

- 23 avril 2007 : rappel de faits qui se sont déroulés au dessus de la Manche, un phénomène visuel inexplicable, vu  par de noombreux passagers et un pilote de ligne. Interview de Ray BOWYER, commandant de bord.

- Centre radar de Brest : salle des controleurs aériens régulant le traffic pour tout l'ouest du pays. Interview de Marc ANGEE, contrôleur aérien, travaillant pour le Geipan (groupe d'études et d'informations sur les phénomènes aérospatiaux non identifiés), l'un des services du CNES.

- Direction générale de la gendarmerie nationale à paris : interview de Laurent BARRUE, commandant de la gendarmerie Nationale, qui centralise les procès verbaux d'observations réalisées dans toute la France.

- Rencontre avec Jack KRINE, ancien pilote patrouille de France, qui raconte ce qu'il a vécu le 23 septembre 1975 losr d'une mission d'entraînement.

- Rencontre avec François LOUANGE, specialiste en analyse d'images et expert Geipan, qui a fondé une société spécialisée dans l'interprétation des photos par ordinateur.

- Interview de Laurent BARRUE, gendarmerie nationale, qui montre des exemples d'images reçues à la gendarmerie nationale et évoque les missions du Geipan.

- site de l'ENAC : conférence donnée aux futurs aiguilleurs du ciel, sur les phénomènes non identifiés. Interview de Jacques PATENET, responsable Geipan.

- Interview de Denis LETTY, général de divison Armée de l'air, qui revient sur les grandes lignes de la publication du rapport Cometa en 1999, très critiqué à l'époque au sein même du ministère de la Défense.

- Paris : Etat major de l'armée de l'air, avec le responsable du département média, le commandant Frédéric SOLANO.

- Etats-Unis : retour sur la politique américaine envers les Ovnis, et aperçu aux Archives Nationales de Washington de quelques photos clés de phénomènes nons identifiés qui se sont déroulés aux USA. Rencontre en Arizona avec Peter GERSTEN, avocat ayant attaqué le govuvernement américain devant la justice, puis près de Seattle avec Richard HAINES, ancien chercheur de la Nasa, Emma BARWOOD, ancienne adjointe au maire de Phoenix, le témoignage de Terri MANSFIELD, témoin d'une apparition de lumières dans le ciel le 13 mars 1997.

- Retour sur des faits survenus en 1980 sur une base américaine de l'Otan en Angleterre. Interview de James PENNISTON, sergent de l'armée américaine présent sur les lieux, Charles HALT, colonel de l'armée américaine présent sur les lieux. Interview en Angleterre de Nick POPE, ministère de la Défense Royaume Uni. Retour sur les lieux avec Ian RIDPATH, astonome.

- Au Pérou, à Lima : l'armée ne cache pas être préoccupée par certaines apparitions et a créé un organisme officiel chargé d'étudier tous les phénomènes ovnis. Interview de Julio Cesar CHAMORRO, commandant Force aérienne du Pérou, Santa Maria HUERTAS, pilote de chasse Force aérienne du Pérou.

- Au Chili où l'armée de l'air a aussi créé un organisme recensant et analysant les phénomènes aériens anormaux : archives des autorités et aperçu de rapports rédigés par des pilotes. Interview de Sergio WERNER, major de l'armée de l'air du Chili, Gustavo RODRIGUEZ, comité d'études des phénomènes aériens anormaux.

- Norvège : rendez-vous avec Erling STRAND, professeur à l'Université Ostfold, initiateur du projet Hessdalen, pour l'observation scientifique et le recueil de témoignages sur les phénomènes inexpliqués. Témoignage d'habitants de la région témoins d'événements lumineux mystérieux. Découverte du camp de base organisé par le professeur accompagné d'étudiants à lui. Itnterview de Bjorn Gitle HAUFE, assistant université Ostfold, Jader MONARI, ingénieur, Massimo TEODORANI, astrophysicien."	"[Source iMedia]
Chaque année, des centaines d'apparitions d'ovnis sont recensées à travers le monde. Si la plupart semblent fantaisistes, certaines sont prises très au sérieux par l'armée et les scientifiques. Des spécialistes lèvent le voile sur leurs dossiers secrets et expliquent leurs théories. De la France aux Etats-Unis, de la Norvège au Chili, enquête sur l'hypothétique existence des extraterrestres."
"- Aux Etats Unis, dans le nord de la Californie, des antennes ont été installées , dans le cadre du programme SETI (Search for Extra-Terrestrial Intelligence (recherche d'une intelligence extraterrestre). Elles ont pour but de  détecter les signaux provenant de l'espace. 
- Michel VISO, scientifique au CNRS critique les faiblesses de ce programme. Il dit que le passage entre l'inerte au vivant n'est pas encore touvé. L'analyse de la météorite tombée sur l'Australie en 1969, a permis de comprendre que des acices aminés étaient produits également dans dans l'univers. 
- Au centre biophysique moléculaire d'Orléans l'équipe de la géologue Frances WESTALL, étudie des roches d'origine volcanique datant de plus de milliards d'années pour y trouver des micro organismes primitifs et ancestraux.
- A l'Institut d'astrophysique spaciale,  l'équipe de Louis le Sergeant d'HENDECOURT étudie les comètes qui ont pu amener les acides aminées sur la terre et sur d'autres planètes.
- De nombreuses missions d'exploration ont été effectuées sur Mars pour y déterminer les conditions d'habitabilité de la cette planète.
- Au centre d'études spatiales de Toulouse, Eric LERIGNIC est responsable du FIMOC  qui dirige le fonctionnement de deux instruments embarqués dans le cadre de la mission Curiosity sur Mars. Pierre William BOUSQUET est chef de projet contribution française à Exomars, pour la construction d'un véhicule d'exploration sur cette planète.
- Au laboratoire de planétologie et géodynamique de Nantes, l'équipe du planétologue Oliver GRASSET analyse les couches gazeuses de planète.
- A l'observatoire de Haute provence, l'équipe de Rodrigo DIAZ observent les exoplanètes, extrasolaires.
- L'agence spatiale européenne s'est lancée dans la construction du téléscope ELT. Jean Gabriel CUBY, directeur du laboratoire d'astrophysique de Marseille, puis Pierre Olivier LAGAGE, chef de service d'Astrophysique au CLA en expliquent les objectifs."	"[Source iMedia]
La question de l'existence d'une vie extraterrestre est aujourd'hui prise au sérieux par la communauté scientifique : rencontre avec des chercheurs."
	"[Source iMedia]
Ils sont agriculteurs, informaticiens ou encore pilotes d'avion et ont en commun d'avoir vécu un phénomène étrange : ils disent avoir vu des OVNI.
Ils sont agriculteurs, informaticiens ou encore pilotes d'avion, et ont en commun d'avoir vécu un phénomène étrange : ils ont vu des OVNI. Comment faire le tri entre impostures et phénomènes inexpliqués ? Comment les autorités et les gouvernements assurent-ils la sécurité face aux OVNI ? Quels sont les moyens mis en oeuvre pour tenter de nouer le contact avec une intelligence extraterrestre ? Enquête entre mythe et réalité auprès de ceux qui ont fait des observations spectaculaires."
	"[Source iMedia]
Le 5 novembre 1990, de Quimper à Strasbourg, de Lille à Bordeaux, des milliers de Français ont vu un spectacle incroyable. Des boules de feu, des traînées lumineuses, des phares perçant les ténèbres ont été observés. Certains sont même persuadés d'avoir été survolés par des dizaines de vaisseaux dans le ciel. Pourtant, jamais les autorités françaises n'ont parlé de cet événement hors du commun. La France a-t-elle été survolée par des OVNI ? Depuis 24 ans, cet épisode fait débat dans le monde de l'ufologie."
"[Source France 3 Régions] : 
C'est un bien étrange phénomène qui s'est passé hier à Sorbey près de Metz. Une boule de feu a été vue dans le ciel par de nombreuses personnes comme Nancy et son mari . 
 
""Cette boule de feu photographiée avec un  téléphone mobile n'est autre qu'un lanceur de satellite russe ! Christophe et Nancy , un couple de Sorbey, ne le savait pas, quand il  a observé la scène. Hier soir, ils étaient en train de fumer une cigarette sur le perron de leur maison. Il était 17 heure 20 ! La scène a duré 3 minutes. La trainée lumineuse a disparu derrière les arbres. Le phénomène a été vu par des habitants et des autombilistes de passage  dans le  village. Explication de ce mystère grâce à internet. Ce site nous informe qu'un lanceur russe SOYOUZ avait décollé du Kazakstan mercredi dernier, avec 3 cosmonautes à son bord . Aprés mise en orbite de la capsule et de ses occupants,  le lanceur a regagné la terre en se désagrégeant. En rose, sur cette carte, l'endroit où la trainée lumineuse a été visible. A Sorbey, ce n'était donc pas l'OVNI  de Noël !"" 
 
ITW Nancy Jauze :  
- au niveau des couleurs, c'était jaune orangé, on aurait dit la couleur du feu, la vitesse était rapide, pareil qu'une étoile filante. 
- on a pas pensé tout de suite à un satellite mais plutôt à un météorite, une boule de feu
///"	"[Source France 3 Régions] : 
Autres participants : JAUZE NANCY
Autres descripteurs secondaires : JAUZE NANCY; JAUZE CHRISTOPHE
///

[Source France 3 Lisa : bancs titres] : 
 - Sorbey 
 - Nancy et Christophe Jauze"
"[Source France 3 Régions] : 
Les ovnis restent aujourd'hui un mystère. Depuis la nuit des temps les hommes scrutent le ciel, interpellés par les manifestations qu'ils peuvent y observer et se livrent aux interprétations les plus diverses, mystiques ou profanes... 
Depuis les années 40, des dizaines de milliers de témoignages décrivent l'apparition de soucoupes volantes ou d'ovnis, un peu moins de 10 000 rien que pour la France. Notamment, des témoignages de pilotes de chasse et de scientifiques sur des phénomènes aéronautiques non identifiés, qui résistent à toute analyse et interprétation... Plus troublantes encore, les rencontres du 3éme type sur lesquelles la gendarmerie enquête.
///"	"[Source France 3 Régions] : 
Autres participants : BOURDAIS GIDAS (Ecrivain enquêteur); GERBE JOEL; COTTE LUC (Ufologue); ZLOTNICKI JCQUES (Directeur de recherches au CNRS . Membre du comité scientifique de Vul
cania)
///"
"- PLATEAUX :
En tant sur que psychologue du sport, Christine LE SCANFF explique que l'importance de l'esprit est sous-estimée dans les performances sportives. Selon elle, l'autosuggestion, la lutte contre le stress permettent d'améliorer le pouvoir de concentration des athlètes. Elle se livre à une expérience en plateau : elle se fait soulever une première fois sans opposer de résistance puis grâce à sa concentration elle rend la deuxième tentative très difficile.
A la fois docteur en physique et magicien, Claudio BENSKI  accueille avec un grand scepticisme les expériences de parapsychologie. Selon lui, les scientifiques peuvent également se faire abuser et céder au sensationnel face au ""magique"" et au ""merveilleux"". Il effectue en plateau un tour de magie qui peut s'apparenter à de la voyance ainsi que le numéro classique de la cuillère déformée et conclut que ""le magicien, lui, est un tricheur honnête"".
Face aux manifestations d'éventuels extraterrestres, le sociologue Pierre LAGRANGE se dit sceptique. Il veut laisser tout de même une place au doute mais condamne les opérations médiatiques comme celle de Roswell. 
- LA CONSCIENCE DANS TOUS ETATS
Reportage. Présentation des états de conscience modifiés (EMC). Après une agression de rue simulée, Saleem EBRAHIM explique que l'aïkido requiert un état de concentration avancé qui permet de dégager l'énergie du Ki. 
Le médecin hypnothérapeute Jean-Marc BENHAIEN définit l'état hypnotique. L'anthropologue Sherryl MULHERN explique que l'état d'hypnose ne peut pas être utilisé pour confondre un criminel tandis que le neurologue Jean-Pol TASSIN donne une explication scientifique des EMC. 
Monika LUDIAN raconte son expérience de ""mort imminente"" dont  Evelyne Sarah MERCIER donne une explication scientifique. Le spécialiste de l'islam Pierre LORY explique que le soufisme parvient à faire le lien entre le corps et l'esprit. Insert : images de derviches tourneurs. 
Enfin, le yogi Wami KAILASANANDA du centre Silvananda donne son explication à propos des EMC et prétend qu'à l'aide de ces techniques on peut parvenir à lire le mental des autres. 
- LA PARAPSYCHOLOGIE EN LABORATOIRE :
Reportage sur les phémonènes ""étranges"" (prémonition, clairvoyance, télépathie) qui font l'objet d'un intérêt croissant de la part de certains scientifiques. 
Une ""extralucide"", Maud CHRISTEN, considère la voyance comme la ""mémoire du futur"". Après une courte explication à l'aide de cartons-animation, le psychologue Mario VARVOGLIS présente l'intérêt du test de ""Rhine"" (?) et donne son opinion sur la valeur des expériences de psychokinèse réalisées en laboratoire. Insert : images d'une expérience de psychokinèse dans les années 70. 
Interviews des professeurs anglais Richard WISEMAN et Robert MORRIS de l'Université d'Edimbourg à propos des expériences menées au sein de leur département de parapsychologie. 
- EFFET PLACEBO OU L'ILLUSION QUI SOIGNE :
Le point sur le mécanisme mystérieux des médicaments placebos. Le psychiatre Patrick LEMOINE reconnait que la prescription de placebos peut déclencher la sécrétion d'endo-morphines. Présentation d'une expérience menée en hôpital : entretien médecins-patients et essais en ""double aveugle"".
Le professeur Nicole ROBELLIN révèle que la couleur d'un médicament est choisie en fonction de l'effet voulu (par ex. le vert qui rappelle la nature sera utilisé pour les tranquillisants). 
Le docteur Philippe BELON des laboratoires Boiron défend l'effet thérapeutique réel des médicaments homéopathiques tandis qu'un pharmacien s'explique leur réussite par l'effet placebo induit par les relations étroites entretenues entre le médecin homéopathe et son client ainsi que l'utilisation massive et rassurante du latin pendant les consultations.
- OVNI ES-TU LA ?
Reportage au sein du SEPRA (Service d'Expertise des Phénomènes de Rentrée Atmosphérique) où sont analysés les faits divers liés aux ""envahisseurs"" des autres planètes. Pour Michel MEURGER, philologue, l'imaginaire scientifique s'est reconverti dans la science fiction. Dans les locaux du SEPRA, Jean-Jacques VELASCO montre un débris de satellite facilement assimilable à un détritus extraterrestre tout en avouant qu'il reste quelques témoignages troublants et inexpliqués. A l'affût d'une émission extraterrestre, Jean HEIDMANN, de l'Observatoire de Nancy, estime qu'il est déraisonnable de penser que nous sommes seuls dans l'univers même si les programmes d'écoute n'ont pas abouti jusqu'à présent."	
	"Stephen Hawking - maître du temps
Considéré comme le ""nouvel Einstein"", le mathématicien et physicien anglais Stephen Hawking a apporté une exeptionnelle contribution au débat scientifique avec ses théories sur le temps et l'univers. Il accepté de présenter à l'équipe d'Archimède le bilan de ses travaux."
"Liste des personnes interviewées :
- Thomas PESQUET, astronaute

- Seth SHOSTAK, astronome et directeur de l'Institut SETI

- Hervé COTTIN, astrochimiste Lisa Université Paris Est Créteil

- Francis ROCARD, astrophysicien au CNES

- Vincent COUDE DU FORESTO, astronome à l'Observatoire de Paris

- Olivier LA MARLE, coordinateur des programmes astrophysiques au CNES

- Guillaume HEBRARD, astrophysicien à l'Institut d'Astrophysique de Paris

- Jean SCHNEIDER, astronome à l'Observatoire de Paris

- Karen O'NEIL, directrice de l'Observatoire National de Radio Astronomie de Greenbank

- Shelley WRIGHT, astrophysicienne au CASS Université de San Diego

- Jérôme MAIRE, astronome Université de Toronto

- Jacques ARNOULD, chargé de mission pour les questions éthiques au CNES"	"[Source iMedia]
Sommes-nous seuls dans l'univers infini ? Cette question philosophique et scientifique, l'homme se la pose depuis des milliers d'années et cherche à y répondre concrètement depuis la fin des années 1960 : Thomas Pesquet raconte."
"Liste des personnes interviewées : 
- Luc CHASTAN, ufologue.
- Thérèse KLENKLE, voisine du témoin.
- Jean Pierre LUMINET, astrophysicien.
- Gilles THOMAS, ufologue.
- André BRACK, exobiologiste.
- Alix PAYET, cousin par alliance du témoin.
- Carl SAGAN, scientifique et astronome américain.
- Fred PAYET, ancien gérant de discothèque."	"[Source iMedia]
Le 31 juillet 1968, à La Réunion, un agriculteur aperçoit une lumière intense puis un engin fantastique avec à l'intérieur deux humanoïdes portant des scaphandres.

[Source internet : kapali-studios.com]
' OVNI sous les Tropiques – L'Affaire des Babas Michelin ' : le Film est dans la Boîte !
Admin   |   Non classé
Voici des nouvelles fraîches de notre nouveau docu-fiction 2016,  ' OVNI sous les Tropiques : l'Affaire des Babas Michelin ',
un film qui traite de l'affaire de la soucoupe volante de la Plaine des Cafres (1968).
 
Mercredi 31 juillet 1968, un agriculteur réunionnais coupe de l'herbe pour ses lapins dans une clairière de La Plaine des Cafres (île de La Réunion). Il aperçoit soudain une lumière intense, puis un engin fantastique et enfin, à l'intérieur de celui-ci, deux humanoïdes portant des scaphandres : des ' Babas Michelin ', dira-t-il, en référence au célèbre Bibendum. On s'empressera aussitôt de le caricaturer comme un ' petit vacher ' trop porté sur le rhum. Pourtant les symptômes physiologiques et le taux de radioactivité tout à fait anormal détecté sur les lieux de l'apparition comme sur les vêtements du témoin changeront brutalement la donne ; cette rencontre du 3ème Type devient tout à coup crédible !
Ci-dessous, en exclusivité, les toutes premières photos du tournage des séquences fiction... tournées finalement en RED Dragon (6K).
Une semaine intense passée dans un village situé au cœur de l'île : Piton Hyacinthe !
Une équipe de jeunes talents réunionnais au diapason de la même passion artistique !
Des images magnifiques ! Et un comédien principal charismatique !
Voilà, ' le film est dans la boîte ', comme on dit !
L'heure du montage et de la post-production a sonné... 
Nous vous tiendrons au courant des avancées, bien entendu."
