"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"*notice_4337498001";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00235600";0;0;0;0;0;0
"*duree_00064500";-5,017;-2,425;-1,67;-0,593;-0,714;119,953
"*partdemarche_239";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*duree_00472600";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00513500";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*partdemarche_233";-5,648;2,312;9,386;-0,667;-0,804;-0,609
"*notice_3198280001";-4,386;15,493;-0,041;-0,518;-0,624;-0,473
"*partdemarche_235";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*notice_343867018";0;0;0;0;0;0
"*partdemarche_5";-0,61;-2,425;18,923;-0,593;-0,714;-0,54
"*partdemarche_333";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*partdemarche_0";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_1";41,19;-10,528;-7,25;-2,573;-3,1;0,381
"*partdemarche_2";-1,002;-2,73;-1,88;-0,667;15,966;11,248
"*audiencefemme_55";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*genregroupe_Documentaire";283,825;-41,61;-32,294;-18,819;-22,676;-14,687
"*duree_00103100";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_6156750001";-6,915;6,152;6,238;-0,817;-0,984;-0,745
"*chaine_6ter";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00474200";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1536818001";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*duree_00270900";0;0;0;0;0;0
"*notice_3882741001";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"*notice_286087056";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"*duree_00063400";-1,248;-0,603;-0,415;-0,147;-0,178;29,843
"*audiencehomme_89";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*duree_00520800";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_343071028";-5,648;5,354;4,738;-0,667;-0,804;-0,609
"*audience_24";11,299;-2,12;-1,46;-0,518;-0,624;-0,473
"*annéededatediffusion_1998";4,069;11,984;-8,351;-2,963;-3,571;-2,703
"*duree_00070800";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*notice_360727007";0;0;0;0;0;0
"*duree_00095700";-1,203;-0,142;-1,25;-0,444;27,599;-0,405
"*audience_22";-9,307;-1,044;0,51;95,766;-2,913;-2,205
"*audiencefemme_128";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"*duree_00210800";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_71986102";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1162359011";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audience_25";-3,188;17,036;0,23;-1,801;-2,17;-1,643
"*audiencehomme_61";-6,915;21,479;0,008;-0,817;-0,984;-0,745
"*duree_00525100";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_1245206012";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_32080902";0;0;0;0;0;0
"*audience_2";-14,784;59,163;-0,025;-2,807;-3,382;-2,56
"*duree_00064000";-0,032;-0,906;-0,624;-0,221;-0,267;18,597
"*audience_0";0,169;-4,573;-2,038;-2,729;55,686;-2,489
"*audience_26";-11,067;-0,729;7,41;51,747;-3,194;-2,418
"*audience_4";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"*audience_8";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*notice_340463008";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*notice_1192436014";0;0;0;0;0;0
"*notice_1254226017";-5,407;-3,29;-0,025;112,864;-2,262;-1,713
"*notice_1221065017";-9,307;-1,044;0,51;95,766;-2,913;-2,205
"*audiencehomme_82";3,044;0,381;-0,355;-1,268;-1,528;-1,157
"*notice_618162042";-1,248;6,652;-0,415;-0,147;-0,178;-0,134
"*duree_00063100";-3,128;-1,512;-1,041;-0,369;-0,445;74,789
"*annéededecennie_1990";-0,221;82,059;-2,23;-14,895;-17,948;-13,586
"*duree_00502500";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*duree_00062500";-1,248;-0,603;-0,415;-0,147;-0,178;29,843
"*notice_1284522012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1284522013";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*chaine_MonteCarloTMC";-51,248;-16,502;14,609;490,399;-14,447;-10,936
"*duree_01495300";-1,609;5,541;1,813;-1,268;-1,528;-1,157
"*notice_4010937001";-3,435;-0,979;27,967;-0,742;-0,894;-0,677
"*notice_338089005";0;0;0;0;0;0
"*duree_01572800";1,027;1,316;0,985;-2,963;-3,571;-2,703
"*notice_818268001";-5,648;30,104;-1,88;-0,667;-0,804;-0,609
"*annéededatediffusion_2005";2,372;0,537;-0,068;-1,496;-1,803;-1,365
"*annéededatediffusion_2006";-1,854;1,428;10,317;-1,801;-2,17;-1,643
"*annéededatediffusion_2007";7,223;-0,943;0,053;-1,572;-1,894;-1,434
"*annéededatediffusion_2000";-0,88;13,24;-0,004;-1,801;-2,17;-1,643
"*annéededatediffusion_2001";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*annéededatediffusion_2002";-2,906;36,94;-4,216;-1,496;-1,803;-1,365
"*annéededatediffusion_2003";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"*annéededatediffusion_2008";-2,946;9,562;1,946;-0,597;-2,726;-2,064
"*annéededatediffusion_2009";-0,197;-3,177;24,781;-1,344;-1,62;-1,226
"*notice_340923007";0;0;0;0;0;0
"*duree_00554700";-1,248;6,652;-0,415;-0,147;-0,178;-0,134
"*annéededatediffusion_2018";-27,976;-3,309;2,509;-10,322;247,003;-9,414
"*notice_1057726064";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*duree_00235200";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*duree_01340300";-5,648;5,354;4,738;-0,667;-0,804;-0,609
"*duree_00093300";-1,874;-0,906;-0,624;-0,221;33,914;-0,202
"*notice_1172103001";-5,648;30,104;-1,88;-0,667;-0,804;-0,609
"*notice_5516512001";0;0;0;0;0;0
"*notice_6795508001";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"*partdemarche_89";0;0;0;0;0;0
"*duree_01333500";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1198194014";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*partdemarche_83";0;0;0;0;0;0
"*partdemarche_82";0;0;0;0;0;0
"*annéededatediffusion_2011";4,26;-3,036;1,165;-0,742;-0,894;-0,677
"*partdemarche_87";17,763;-2,038;-2,937;-1,042;-1,256;-0,95
"*partdemarche_86";-1,874;0,175;0,552;3,302;-0,267;-0,202
"*audiencehomme_62";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*partdemarche_18";1,017;-0,906;-0,624;-0,221;-0,267;3,731
"*partdemarche_19";1,13;-2,73;-1,88;-0,667;-0,804;22,389
"*audience_28";12,991;0,812;-6,376;-2,263;-2,726;-2,064
"*partdemarche_17";-0,3;-3,036;-2,091;-0,742;-0,894;69,418
"*partdemarche_14";5,006;-5,811;-4,002;-1,42;-1,711;30,555
"*partdemarche_15";1,13;-2,73;-0,235;-0,667;-0,804;11,248
"*partdemarche_12";8,124;-0,096;-0,053;-2,885;-3,476;-0,89
"*partdemarche_13";14,087;-5,191;-3,575;-1,268;-1,528;3,771
"*partdemarche_10";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*partdemarche_11";7,864;0,173;-1,59;-4,235;-0,557;-1,953
"*duree_00402700";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*annéededatediffusion_2014";1,64;16,927;-2,733;-4,885;-5,886;-4,455
"*duree_00471500";9,677;-1,816;-1,25;-0,444;-0,535;-0,405
"*audience_14";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*audience_15";0,347;-1,806;0,015;30,729;-5,787;-4,381
"*partdemarche_178";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"*audience_17";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_5905674001";0,344;-0,142;1,106;-0,444;-0,535;-0,405
"*duree_00465400";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audience_12";-14,083;-2,633;105,719;-3,042;-3,665;-2,775
"*notice_364519007";0;0;0;0;0;0
"*partdemarche_07";-0,019;-5,811;-4,002;-1,42;78,052;-1,295
"*notice_2579461001";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"*audience_19";-0,304;0,008;0,173;2,069;-0,356;-0,269
"*partdemarche_175";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_01390200";-5,648;30,104;-1,88;-0,667;-0,804;-0,609
"*duree_00244800";0;0;0;0;0;0
"*notice_4586949001";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*notice_6394432001";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*notice_1065362011";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_583377018";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*chaine_Gulli";2,106;1,258;-1,002;-1,042;-1,256;-0,95
"*audience_64";-0,882;11,594;-0,158;-1,117;-1,346;-1,019
"*publicgroupe_Plusdedouzeans";0,691;-0,286;2,223;-0,892;-1,074;-0,813
"*audience_66";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00465100";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*notice_71438207";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_341175007";0;0;0;0;0;0
"*notice_341175006";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*duree_01010400";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*audiencefemme_85";-6,915;21,479;0,008;-0,817;-0,984;-0,745
"*notice_6794148001";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00511600";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_2975409001";-3,756;6,42;1,106;-0,444;-0,535;-0,405
"*audiencehomme_29";12,991;0,812;-6,376;-2,263;-2,726;-2,064
"*audiencehomme_26";-5,439;-1,363;0,315;85,103;-3,571;-2,703
"*audiencehomme_24";-0,918;18,317;-2,513;-0,892;-1,074;-0,813
"*audiencehomme_25";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*audiencehomme_22";0,34;1,125;0,835;-1,878;-2,262;-1,713
"*audiencefemme_89";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*audience_81";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"*audiencehomme_21";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audiencefemme_19";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"*audiencefemme_18";-2,643;30,765;-3,362;-1,193;-1,437;-1,088
"*notice_5480252001";0;3,91;-0,03;-0,967;-1,165;-0,882
"*notice_584296018";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*audiencefemme_13";-7,931;4,413;29,144;-3,914;-4,716;-3,57
"*audiencefemme_12";-19,222;46,899;3,268;-3,357;-4,045;-3,062
"*audiencefemme_11";-7,739;-3,765;6,22;67,178;-3,006;-2,276
"*audiencefemme_17";-10,739;27,554;0,003;-0,026;-1,528;-1,157
"*duree_00521400";-0,287;0,117;3,263;-0,518;-0,624;-0,473
"*audiencefemme_15";-23,435;-7,495;20,704;134,355;-5,493;-4,158
"*audiencefemme_14";-3,359;2,721;13,699;-2,34;-2,819;-2,134
"*duree_00445500";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*duree_00472900";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*partdemarche_31";-5,246;-2,228;36,775;-1,572;-1,894;0,379
"*partdemarche_426";0,44;2,425;-0,158;-1,117;-1,346;-1,019
"*audiencefemme_116";1,027;1,316;0,985;-2,963;-3,571;-2,703
"*chaine_NRJ12";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"*duree_01262100";-3,435;7,698;1,165;-0,742;-0,894;-0,677
"*duree_00425400";-4,701;-6,122;2,349;73,797;-1,803;-1,365
"*notice_550476001";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"*duree_00464000";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00102400";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_781122027";-7,7;-1,255;51,464;-1,268;-1,528;-1,157
"*duree_00232500";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_337967005";0;0;0;0;0;0
"*duree_00242000";-1,248;6,652;-0,415;-0,147;-0,178;-0,134
"*notice_1287763012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1287763013";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00524400";9,677;-1,816;-1,25;-0,444;-0,535;-0,405
"*notice_536194069";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1057960062";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*duree_00221100";0;0;0;0;0;0
"*notice_446480033";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00274200";0;0;0;0;0;0
"*partdemarche_395";-6,915;21,479;0,008;-0,817;-0,984;-0,745
"*notice_6195467001";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*notice_1192436013";0;0;0;0;0;0
"*notice_189392001";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"*notice_338353005";0;0;0;0;0;0
"*duree_00100200";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*duree_00102100";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*partdemarche_16";0,059;-0,311;-1,46;-0,518;-0,624;15,969
"*notice_4202382001";-0,065;0,352;1,106;-0,444;-0,535;-0,405
"*notice_2954287001";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00383500";-5,407;-3,29;-0,025;112,864;-2,262;-1,713
"*audiencefemme_23";0;3,91;-0,03;-0,967;-1,165;-0,882
"*duree_00101300";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_1056738059";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*duree_00215000";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00102900";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_714248058";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_1137894018";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_51";0,114;0,812;-0,415;-0,147;-0,178;-0,134
"*partdemarche_56";-10,476;-1,4;2,122;88,498;-3,1;-2,347
"*partdemarche_55";0;0;0;0;0;0
"*duree_00492800";-1,248;6,652;-0,415;-0,147;-0,178;-0,134
"*duree_00211700";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_89320607";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_135";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*partdemarche_132";-1,729;15,493;-1,46;-0,518;-0,624;-0,473
"*partdemarche_133";-14,784;59,163;-0,025;-2,807;-3,382;-2,56
"*audiencefemme_63";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*duree_00210400";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1071804013";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1056951012";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*partdemarche_138";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*notice_5516514001";0;0;0;0;0;0
"*duree_00532500";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_01164200";-2,17;27,592;-3,149;-1,117;-1,346;-1,019
"*duree_00510300";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"*duree_00151500";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*duree_01131900";-3,756;6,42;1,106;-0,444;-0,535;-0,405
"*chaine_France2";-25,911;181,131;2,037;-22,699;-27,351;-20,704
"*duree_00465800";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_02034200";0,055;2,337;-0,002;-0,892;-1,074;-0,813
"*chaine_France5";0;-4,67;47,745;-4,64;-5,591;-4,232
"*chaine_France4";-84,134;-68,744;-43,866;-17,549;571,772;419,695
"*duree_00094400";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_1241454011";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_1241454012";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_1275269001";1,027;1,316;0,985;-2,963;-3,571;-2,703
"*duree_00101400";-7,549;-3,649;-2,513;-0,892;136,649;-0,813
"*notice_1056738058";-1,874;-0,906;-0,624;-0,221;33,914;-0,202
"*duree_00511900";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*partdemarche_186";-5,648;30,104;-1,88;-0,667;-0,804;-0,609
"*partdemarche_221";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"*duree_00461200";0,114;-0,603;-0,415;-0,147;-0,178;6,493
"*partdemarche_224";-0,003;7,011;-1,67;-0,593;-0,714;-0,54
"*duree_00102800";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*duree_00462600";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*publicgroupe_Présencedunpublicinsitu";-79,11;45,235;67,432;91,027;-68,741;-52,036
"*duree_00351300";-6,915;6,152;6,238;-0,817;-0,984;-0,745
"*audience_58";0,344;0,352;-0,001;-0,444;-0,535;-0,405
"*audience_59";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00464700";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"*notice_1242451012";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"*duree_00094900";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*audience_51";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*audience_57";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*audience_07";-18,373;35,702;9,782;-4,235;-5,103;-3,863
"*audiencehomme_107";1,027;1,316;0,985;-2,963;-3,571;-2,703
"*duree_00101900";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*audiencefemme_135";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"*duree_00525700";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_1465518016";0,114;-0,603;1,517;-0,147;-0,178;-0,134
"*audiencehomme_56";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"*audiencehomme_54";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_1106019016";-12,45;-1,46;6,251;67,06;-2,633;-1,993
"*audiencehomme_52";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*audiencehomme_51";0,44;2,425;-0,158;-1,117;-1,346;-1,019
"*duree_00220600";0;0;0;0;0;0
"*audience_03";44,754;-38,114;-24,966;-10,688;0,229;63,207
"*notice_2100570001";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"*duree_00093400";-1,874;-0,906;-0,624;-0,221;33,914;-0,202
"*audiencefemme_41";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*genregroupe_Magazine";-155,963;191,944;96,8;71,048;-133,954;-101,402
"*duree_00064400";-1,874;-0,906;-0,624;-0,221;-0,267;44,801
"*audiencefemme_47";-0,07;16,737;-3,575;-1,268;-1,528;-1,157
"*audiencefemme_49";-0,287;0,117;3,263;-0,518;-0,624;-0,473
"*partdemarche_297";-2,17;27,592;-3,149;-1,117;-1,346;-1,019
"*notice_1204090015";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1136697019";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_293";14,544;-3,649;-0,666;-0,892;-1,074;-0,813
"*duree_00470500";9,677;-1,816;-1,25;-0,444;-0,535;-0,405
"*duree_02492000";-3,478;-4,264;46,752;-1,042;-1,256;-0,95
"*duree_00504100";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00063500";-1,916;-3,342;-2,302;-0,817;-0,984;107,404
"*notice_1085900017";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1085900016";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*mediamatgroupe_Variétésdivertissement";-12,303;41,302;0,024;-0,777;-3,006;-2,276
"*annéededatediffusion_2004";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"*duree_00230500";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1084793017";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00471700";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audiencefemme_96";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_01102700";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"*duree_00510500";14,544;-3,649;-0,666;-0,892;-1,074;-0,813
"*notice_1295536012";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00493900";0;0;0;0;0;0
"*notice_1131352113";-1,248;0,812;1,517;-0,147;-0,178;-0,134
"*duree_00063700";-1,248;-0,603;-0,415;-0,147;-0,178;29,843
"*duree_00112600";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1075020011";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1075020012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1278024012";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*audiencehomme_122";14,544;-3,649;-0,666;-0,892;-1,074;-0,813
"*notice_75677002";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*annéededatediffusion_2019";-31,891;-31,221;-0,297;-8,972;-10,811;822,931
"*genregroupe_Longmétrage";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*annéededatediffusion_2013";12,924;-2,425;-1,67;-0,593;-0,714;-0,54
"*annéededatediffusion_2012";10,17;-0,096;-0,053;-2,885;-3,476;-2,631
"*duree_00470200";14,551;-2,73;-1,88;-0,667;-0,804;-0,609
"*annéededatediffusion_2010";1,817;0,141;2,027;-2,963;-3,571;-2,703
"*duree_00464900";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*annéededatediffusion_2016";2,904;0,214;-0,006;-2,263;-2,726;-0,456
"*annéededatediffusion_2015";6,038;1,304;-2,028;-2,108;-2,54;-1,923
"*notice_4268111001";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*notice_1056039067";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_1056039066";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_5681413001";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*notice_527261072";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audiencehomme_14";-31,904;8,809;33,384;9,734;-9,227;-6,985
"*notice_4352564001";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*notice_5918167001";-2,281;0,016;11,626;-0,593;-0,714;-0,54
"*duree_01060400";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"*duree_00063200";-1,874;-0,906;-0,624;-0,221;-0,267;44,801
"*duree_00531700";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audience_101";1,027;1,316;0,985;-2,963;-3,571;-2,703
"*notice_3631215001";-1,874;0,175;0,552;3,302;-0,267;-0,202
"*notice_5012822001";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*partdemarche_01";0,141;-0,004;1,663;-0,667;-0,804;-0,609
"*partdemarche_03";-2,939;-3,956;-2,725;-0,967;102,684;-0,882
"*partdemarche_02";5,15;-0,142;-1,25;-0,444;-0,535;-0,405
"*partdemarche_05";-1,499;-1,344;-2,711;-1,725;60,72;-0,15
"*partdemarche_04";0,44;-4,573;-3,149;-1,117;41,44;-1,019
"*duree_01481700";-1,302;21,36;-2,725;-0,967;-1,165;-0,882
"*partdemarche_06";0,065;-8,312;-5,724;-2,031;96,384;-1,853
"*partdemarche_09";3,095;-2,861;0,001;-3,994;2,05;-0,025
"*partdemarche_08";9,125;-7,348;-4,109;-2,963;8,232;0,134
"*annéededatediffusion_2017";-5,379;11,204;11,601;-3,994;-4,813;-3,643
"*duree_00462900";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_01063900";17,763;-2,038;-2,937;-1,042;-1,256;-0,95
"*audience_06";22,727;-4,264;-2,937;-1,042;-1,256;-0,95
"*audiencehomme_142";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*audience_04";32,688;-25,258;-16,193;-7,485;0,018;38,752
"*duree_00465600";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audience_02";0,546;-18,157;-2,108;-5,708;3,197;74,829
"*audience_01";-6,32;-16,082;-3,618;-9,687;266,419;-0,037
"*duree_01194000";-0,61;-2,425;18,923;-0,593;-0,714;-0,54
"*duree_00201300";0;0;0;0;0;0
"*notice_1852443003";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*partdemarche_143";-0,065;0,352;1,106;-0,444;-0,535;-0,405
"*audience_09";-5,105;18,614;1,232;-2,108;-2,54;-1,923
"*duree_00303400";-1,729;15,493;-1,46;-0,518;-0,624;-0,473
"*annéededecennie_2000";-2,47;40,861;6,67;-12,117;-17,47;-13,224
"*partdemarche_265";-1,248;0,812;1,517;-0,147;-0,178;-0,134
"*notice_1285623012";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_01181900";8,212;-2,425;-0,124;-0,593;-0,714;-0,54
"*partdemarche_109";0;3,91;-0,03;-0,967;-1,165;-0,882
"*duree_01103200";-0,019;10,229;-2,302;-0,817;-0,984;-0,745
"*partdemarche_463";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"*notice_762891005";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*audiencehomme_117";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"*notice_550512022";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*notice_6050608001";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*duree_00472000";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*duree_00530600";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"*duree_00462300";3,215;-0,603;-0,415;-0,147;-0,178;-0,134
"*notice_1054792058";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_715430059";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*notice_715430058";-2,5;-1,209;-0,832;-0,295;45,255;-0,269
"*duree_00454600";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*partdemarche_318";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*duree_00465300";9,677;-1,816;-1,25;-0,444;-0,535;-0,405
"*duree_00215400";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"*audiencefemme_79";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"*duree_00381700";0,141;-0,004;1,663;-0,667;-0,804;-0,609
"*notice_6112318001";-8,822;13,473;3,42;-1,042;-1,256;-0,95
"*duree_01000000";-9,307;-1,044;0,51;95,766;-2,913;-2,205
"*notice_4337499001";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"*audiencefemme_76";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"*notice_360911007";0;0;0;0;0;0
"*audiencefemme_08";1,606;-0,301;-0,208;-0,074;-0,089;-0,067
"*audiencefemme_09";-6,281;7,698;3,691;-0,742;-0,894;-0,677
"*audiencefemme_04";61,109;-13,415;-4,913;-3,278;-3,95;-2,99
"*audiencefemme_05";4,823;-2,633;6,821;-3,042;-3,665;-2,775
