"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"pilote";3,25;-1,46;0,117;-0,518;-0,624;-0,473
"perdre";0,459;-0,124;0,933;-0,593;-0,714;-0,54
"pays";2,039;-0,001;-1,816;0,909;-0,535;-0,405
"participer";3,25;-1,46;0,117;-0,518;-0,624;-0,473
"monter";-1,729;7,903;0,117;-0,518;-0,624;-0,473
"militaire";14,551;-1,88;-2,73;-0,667;-0,804;-0,609
"maître";-3,756;-1,25;-0,142;55,23;-0,535;-0,405
"manifestation";-2,5;3,039;1,627;-0,295;-0,356;-0,269
"mai";-2,5;9,431;0,008;-0,295;-0,356;-0,269
"machine";-0,003;-1,67;7,011;-0,593;-0,714;-0,54
"intérieur";-2,5;9,431;0,008;-0,295;-0,356;-0,269
"intéresser";-2,281;-0,124;12,172;-0,593;-0,714;-0,54
"intervention";8,212;-1,67;-0,513;-0,593;-0,714;-0,54
"international";-2,852;15,607;-2,73;3,353;-0,804;-0,609
"intelligent";12,924;-1,67;-2,425;-0,593;-0,714;-0,54
"garder";1,13;0,162;-0,004;-0,667;-0,804;-0,609
"fait";1,979;-1,67;0,933;-0,593;-0,714;-0,54
"existence";1,979;-0,124;0,016;-0,593;-0,714;-0,54
"entourer";-5,017;-0,124;18,747;-0,593;-0,714;-0,54
"elisabeth";-5,017;0,346;12,172;-0,593;-0,714;-0,54
"elbaz";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"droite";-3,756;18,548;-0,142;-0,444;-0,535;-0,405
"disparaître";14,551;-1,88;-2,73;-0,667;-0,804;-0,609
"dessin";4,564;-1,67;0,016;-0,593;-0,714;-0,54
"demander";1,047;-0,041;0,117;-0,518;-0,624;-0,473
"curieux";-2,281;-1,67;18,747;-0,593;-0,714;-0,54
"communauté";-0,032;0,552;-0,906;3,302;-0,267;-0,202
"cercle";-3,756;1,106;6,42;-0,444;-0,535;-0,405
"centre";3,25;-0,041;-0,311;-0,518;-0,624;-0,473
"centrale";1,979;-0,124;0,016;-0,593;-0,714;-0,54
"cadre";-1,203;18,548;-1,816;-0,444;-0,535;-0,405
"bertrand";-3,756;-1,25;-1,816;81,926;-0,535;-0,405
"autrement";-5,648;-1,88;-0,738;95,551;-0,804;-0,609
"attaque";1,13;4,738;-2,73;-0,667;-0,804;-0,609
"appel";-5,017;6,097;3,264;-0,593;-0,714;-0,54
"apparaître";-0,003;-1,67;7,011;-0,593;-0,714;-0,54
"analyse";3,065;0,162;-0,738;-0,667;-0,804;-0,609
"aide";3,065;-0,235;-0,004;-0,667;-0,804;-0,609
"accompagner";-0,61;-0,124;7,011;-0,593;-0,714;-0,54
"événement";1,979;2,338;-2,425;-0,593;-0,714;-0,54
"étoile";0,459;0,346;-0,513;0,402;-0,714;-0,54
"énergie";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"yann";-5,017;0,346;3,264;4,152;-0,714;-0,54
"vrai";-0,003;0,346;0,933;-0,593;-0,714;-0,54
"vol";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"user";-4,386;-0,041;15,493;-0,518;-0,624;-0,473
"ukraine";-1,729;0,642;-2,12;27,882;-0,624;-0,473
"témoigner";-5,017;-1,67;26,737;-0,593;-0,714;-0,54
"télévision";-5,017;6,097;0,016;4,152;-0,714;-0,54
"tuer";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"transmettre";1,047;-0,041;0,117;-0,518;-0,624;-0,473
"traducteur";-2,281;-1,67;-2,425;82,016;-0,714;-0,54
"thevenot";-2,281;-0,124;12,172;-0,593;-0,714;-0,54
"technique";-1,203;-1,25;12,279;-0,444;-0,535;-0,405
"surveillance";-0,032;0,552;-0,906;3,302;-0,267;-0,202
"stylo";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"soirée";-0,065;1,106;-0,142;0,909;-0,535;-0,405
"réponse";-0,61;-0,124;0,933;4,152;-0,714;-0,54
"robert";0,006;1,838;-0,028;-0,369;-0,445;-0,337
"publier";0,459;-1,67;3,264;-0,593;-0,714;-0,54
"présence";1,979;-1,67;0,933;-0,593;-0,714;-0,54
"problème";-4,386;-1,46;23,376;-0,518;-0,624;-0,473
"physique";-5,017;-1,67;26,737;-0,593;-0,714;-0,54
"peuple";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"personnalité";-0,304;-0,832;6,066;-0,295;-0,356;-0,269
"partager";1,979;-1,67;0,016;0,402;-0,714;-0,54
"oeil";8,212;-0,124;-2,425;-0,593;-0,714;-0,54
"nicolas";-3,756;4,566;0,352;0,909;-0,535;-0,405
"mouvement";-1,729;3,263;0,117;0,609;-0,624;-0,473
"mission";1,979;0,346;-0,513;-0,593;-0,714;-0,54
"lisa";-2,281;-1,67;18,747;-0,593;-0,714;-0,54
"lancer";-5,017;6,097;3,264;-0,593;-0,714;-0,54
"isabelle";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"invasion";8,212;-1,67;-2,425;0,402;-0,714;-0,54
"géo";-5,017;-1,67;-2,425;109,412;-0,714;-0,54
"génération";-2,281;2,338;0,933;0,402;-0,714;-0,54
"filmer";-1,203;4,566;0,352;-0,444;-0,535;-0,405
"festival";-3,756;-0,001;0,352;17,578;-0,535;-0,405
"essayer";-0,718;1,838;0,802;-0,369;-0,445;-0,337
"endroit";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"encel";-5,017;-1,67;-2,425;109,412;-0,714;-0,54
"désormais";-0,718;1,838;0,802;-0,369;-0,445;-0,337
"début";-2,281;-1,67;18,747;-0,593;-0,714;-0,54
"docteur";-0,304;3,039;0,008;-0,295;-0,356;-0,269
"didier";-3,756;29,07;-1,816;-0,444;-0,535;-0,405
"connaissance";12,924;-1,67;-2,425;-0,593;-0,714;-0,54
"confiance";-2,281;0,346;7,011;-0,593;-0,714;-0,54
"concours";-2,281;6,097;0,933;-0,593;-0,714;-0,54
"compagnie";-5,017;-1,67;26,737;-0,593;-0,714;-0,54
"civilisation";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"choisir";-4,386;14,564;0,117;-0,518;-0,624;-0,473
"chiffre";5,15;-0,001;-1,816;-0,444;-0,535;-0,405
"changer";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"cerveau";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"bientôt";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"avion";-0,003;-0,124;-0,513;11,843;-0,714;-0,54
"astrobiologiste";-5,017;-1,67;-2,425;109,412;-0,714;-0,54
"artiste";-0,61;2,338;0,016;0,402;-0,714;-0,54
"armée";4,564;-1,67;-0,513;0,402;-0,714;-0,54
"apprendre";0,059;0,642;0,117;-0,518;-0,624;-0,473
"amour";-5,017;-1,67;26,737;-0,593;-0,714;-0,54
"air";0,459;-1,67;3,264;-0,593;-0,714;-0,54
"agent";-0,718;1,838;0,802;-0,369;-0,445;-0,337
"agence";0,059;0,642;0,117;-0,518;-0,624;-0,473
"actu";-5,017;0,346;12,172;-0,593;-0,714;-0,54
"écriture";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"écraser";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"youn";-3,756;-1,25;-1,816;81,926;-0,535;-0,405
"vérité";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"voiture";0,992;-1,041;0,802;-0,369;-0,445;-0,337
"visiter";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"téléspectateur";-1,203;1,106;2,444;-0,444;-0,535;-0,405
"troublant";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"train";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"texte";1,047;-0,041;0,117;-0,518;-0,624;-0,473
"style";-3,128;0,028;9,123;-0,369;-0,445;-0,337
"stratégique";-0,287;-1,46;-2,12;45,974;-0,624;-0,473
"société";0,059;3,263;-0,311;-0,518;-0,624;-0,473
"situer";-0,718;0,028;3,833;-0,369;-0,445;-0,337
"situation";2,039;-1,25;-0,142;0,909;-0,535;-0,405
"seuil";-4,386;-1,46;-2,12;95,658;-0,624;-0,473
"science_fiction";1,047;3,263;-2,12;-0,518;-0,624;-0,473
"salle";-4,386;0,642;4,574;0,609;-0,624;-0,473
"réussir";-0,718;1,838;0,802;-0,369;-0,445;-0,337
"robbie";0,229;-0,832;1,627;-0,295;-0,356;-0,269
"représenter";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"reprise";0,059;3,263;-0,311;-0,518;-0,624;-0,473
"rentrer";-0,065;-0,001;2,444;-0,444;-0,535;-0,405
"refuser";-0,065;-1,25;6,42;-0,444;-0,535;-0,405
"rapporter";2,039;-1,25;0,352;-0,444;-0,535;-0,405
"raison";6,667;-0,041;-2,12;-0,518;-0,624;-0,473
"prétendre";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"planétologie";-4,386;-1,46;-2,12;95,658;-0,624;-0,473
"peur";5,15;-0,001;-1,816;-0,444;-0,535;-0,405
"personnage";-0,065;-0,001;2,444;-0,444;-0,535;-0,405
"particulier";-1,729;3,263;1,538;-0,518;-0,624;-0,473
"parisien";-3,128;6,471;-0,028;1,359;-0,445;-0,337
"paraître";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"ordre";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"off";-0,287;-1,46;9,226;-0,518;-0,624;-0,473
"oeuf";-0,718;-1,041;9,123;-0,369;-0,445;-0,337
"occasion";0,059;-0,041;1,538;-0,518;-0,624;-0,473
"observer";1,047;-1,46;1,538;-0,518;-0,624;-0,473
"nommer";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"new";-0,304;3,039;0,008;-0,295;-0,356;-0,269
"musée";0,229;-0,832;1,627;-0,295;-0,356;-0,269
"militant";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"michaël";-3,756;-1,25;-1,816;81,926;-0,535;-0,405
"maudit";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"liste";0,992;0,028;-0,028;-0,369;-0,445;-0,337
"laurence";-4,386;3,263;1,538;0,609;-0,624;-0,473
"journée";-1,203;-0,001;6,42;-0,444;-0,535;-0,405
"janvier";-4,386;14,564;-0,311;0,609;-0,624;-0,473
"jamy";-4,386;-1,46;23,376;-0,518;-0,624;-0,473
"horizon";-3,756;-0,001;-1,816;55,23;-0,535;-0,405
"h";0,059;0,642;0,117;-0,518;-0,624;-0,473
"gérard";-1,203;-0,001;6,42;-0,444;-0,535;-0,405
"gourmaud";-4,386;-1,46;23,376;-0,518;-0,624;-0,473
"glace";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"exercice";-3,756;-1,25;20,02;-0,444;-0,535;-0,405
"enlèvement";-1,729;14,564;-0,311;-0,518;-0,624;-0,473
"emmener";0,344;4,566;-1,816;-0,444;-0,535;-0,405
"défense";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"don";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"domaine";3,676;-1,041;-1,512;1,359;-0,445;-0,337
"disparition";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"cuisine";-1,203;-0,001;6,42;-0,444;-0,535;-0,405
"crise";-3,128;24,206;-1,512;-0,369;-0,445;-0,337
"contacter";-3,756;-1,25;20,02;-0,444;-0,535;-0,405
"compte";2,274;-0,832;-1,209;2,069;-0,356;-0,269
"civil";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"cinéma";-3,756;18,548;-0,142;-0,444;-0,535;-0,405
"cicatrice";-0,032;-0,624;0,175;3,302;-0,267;-0,202
"christelle";-4,386;-1,46;23,376;-0,518;-0,624;-0,473
"chambre";-0,304;-0,832;6,066;-0,295;-0,356;-0,269
"carburant";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"bourret";-3,756;4,566;2,444;-0,444;-0,535;-0,405
"bien_être";-3,128;0,028;9,123;-0,369;-0,445;-0,337
"ballestrero";-4,386;-1,46;23,376;-0,518;-0,624;-0,473
"atterrir";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"atr";-1,729;-1,46;15,493;-0,518;-0,624;-0,473
"artificiel";2,039;-1,25;0,352;-0,444;-0,535;-0,405
"arrêter";0,992;-1,041;0,802;-0,369;-0,445;-0,337
"argent";-3,756;-1,25;20,02;-0,444;-0,535;-0,405
"apparence";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"apercevoir";2,039;-0,001;-0,142;-0,444;-0,535;-0,405
"andré";6,667;-0,041;-2,12;-0,518;-0,624;-0,473
"accueillir";-1,729;14,564;-0,311;-0,518;-0,624;-0,473
"accepter";-1,729;-0,041;4,574;0,609;-0,624;-0,473
"éviter";0,229;-0,832;1,627;-0,295;-0,356;-0,269
"élève";-3,128;0,028;9,123;-0,369;-0,445;-0,337
"zeitoun";-3,756;-1,25;20,02;-0,444;-0,535;-0,405
"vraiment";-3,756;4,566;2,444;-0,444;-0,535;-0,405
"vieux";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"ven";-3,756;1,106;6,42;-0,444;-0,535;-0,405
"valérie";-1,203;1,106;0,352;0,909;-0,535;-0,405
"traiter";-0,065;4,566;-1,816;0,909;-0,535;-0,405
"tradition";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"tour";0,992;1,838;-1,512;-0,369;-0,445;-0,337
"top";-0,065;-1,25;6,42;-0,444;-0,535;-0,405
"thouanel";-3,756;-1,25;20,02;-0,444;-0,535;-0,405
"tester";-0,718;13,927;-1,512;-0,369;-0,445;-0,337
"tenir";-0,718;1,838;-0,028;1,359;-0,445;-0,337
"surprise";0,992;0,028;-1,512;1,359;-0,445;-0,337
"succès";-1,203;18,548;-1,816;-0,444;-0,535;-0,405
"stéphane";-2,5;0,173;6,066;-0,295;-0,356;-0,269
"spirou";0,992;1,838;-1,512;-0,369;-0,445;-0,337
"solaire";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"soeur";-1,203;4,566;0,352;-0,444;-0,535;-0,405
"show";-3,128;0,028;9,123;-0,369;-0,445;-0,337
"savant";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"satellite";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"sang";-0,718;0,028;3,833;-0,369;-0,445;-0,337
"saint";-3,128;13,927;-0,028;-0,369;-0,445;-0,337
"région";-0,718;-1,041;9,123;-0,369;-0,445;-0,337
"réel";2,039;1,106;-1,816;-0,444;-0,535;-0,405
"réalisateur";-1,203;18,548;-1,816;-0,444;-0,535;-0,405
"réagir";0,344;-1,25;-1,816;17,578;-0,535;-0,405
"roi";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"responsable";-2,5;3,039;1,627;-0,295;-0,356;-0,269
"remplacer";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"remonter";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"recueillir";5,15;-1,25;-0,142;-0,444;-0,535;-0,405
"présent";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"projet";5,15;-1,25;-1,816;0,909;-0,535;-0,405
"produire";3,676;-1,041;-1,512;1,359;-0,445;-0,337
"pratiquer";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"populaire";-3,128;13,927;-0,028;-0,369;-0,445;-0,337
"plume";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"pen";-3,128;1,838;-0,028;8,638;-0,445;-0,337
"parcours";-2,5;-0,832;6,066;2,069;-0,356;-0,269
"nde";-0,065;-1,25;6,42;-0,444;-0,535;-0,405
"médium";-0,065;-1,25;6,42;-0,444;-0,535;-0,405
"musique";-3,128;1,838;3,833;-0,369;-0,445;-0,337
"monstre";2,274;-0,832;0,008;-0,295;-0,356;-0,269
"mondial";0,006;0,028;0,802;-0,369;-0,445;-0,337
"modifier";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"ministère";0,229;0,173;0,008;-0,295;-0,356;-0,269
"milieu";-0,718;1,838;-0,028;1,359;-0,445;-0,337
"menace";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"mathématique";0,006;0,028;0,802;-0,369;-0,445;-0,337
"manon";-1,203;-1,25;-1,816;55,23;-0,535;-0,405
"lumière";0,992;0,028;-0,028;-0,369;-0,445;-0,337
"louis";-3,756;4,566;0,352;0,909;-0,535;-0,405
"levallois";-3,756;-1,25;-1,816;81,926;-0,535;-0,405
"julia";-0,065;-1,25;6,42;-0,444;-0,535;-0,405
"islamique";-3,756;-0,001;-1,816;55,23;-0,535;-0,405
"installer";-1,203;18,548;-1,816;-0,444;-0,535;-0,405
"inspirer";2,039;-1,25;0,352;-0,444;-0,535;-0,405
"inexplicable";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"indiquer";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"inde";2,039;-0,001;-0,142;-0,444;-0,535;-0,405
"imaginer";0,992;0,028;-0,028;-0,369;-0,445;-0,337
"hypothèse";0,992;-1,041;0,802;-0,369;-0,445;-0,337
"homosexuel";-3,756;-0,001;6,42;0,909;-0,535;-0,405
"habitant";2,039;1,106;-1,816;-0,444;-0,535;-0,405
"futur";0,344;-0,001;0,352;-0,444;-0,535;-0,405
"fred";-2,5;3,039;1,627;-0,295;-0,356;-0,269
"fr";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"fondation";-3,756;-1,25;-0,142;55,23;-0,535;-0,405
"fondateur";-2,5;9,431;-1,209;2,069;-0,356;-0,269
"fameux";-0,065;-0,001;2,444;-0,444;-0,535;-0,405
"exposer";-0,065;10,379;-1,816;-0,444;-0,535;-0,405
"euro";-1,874;0,552;0,175;3,302;-0,267;-0,202
"espèce";5,15;-0,001;-1,816;-0,444;-0,535;-0,405
"entendre";0,344;-0,001;0,352;-0,444;-0,535;-0,405
"enfance";0,006;1,838;-0,028;-0,369;-0,445;-0,337
"eau";0,006;0,028;0,802;-0,369;-0,445;-0,337
"détruire";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"droit";1,017;-0,624;-0,906;3,302;-0,267;-0,202
"dominique";-0,304;0,173;1,627;-0,295;-0,356;-0,269
"célèbre";-0,065;4,566;-0,142;-0,444;-0,535;-0,405
"couple";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"coup";-0,718;13,927;-1,512;-0,369;-0,445;-0,337
"coronavirus";-3,756;-1,25;-1,816;81,926;-0,535;-0,405
"contenir";2,039;-0,001;-1,816;0,909;-0,535;-0,405
"conséquence";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"code";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"coach";-3,756;-0,001;12,279;-0,444;-0,535;-0,405
"château";-1,203;18,548;-1,816;-0,444;-0,535;-0,405
"choix";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"chemin";0,992;1,838;-1,512;-0,369;-0,445;-0,337
"chat";-2,5;19,349;-1,209;-0,295;-0,356;-0,269
"caville";-3,756;-1,25;-1,816;81,926;-0,535;-0,405
"capacité";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"canular";-3,756;10,379;0,352;-0,444;-0,535;-0,405
"bois";-0,065;4,566;-0,142;-0,444;-0,535;-0,405
"bermudes";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"bender";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"beaugé";-3,128;-1,041;-1,512;68,216;-0,445;-0,337
"ballon";3,676;-1,041;-1,512;1,359;-0,445;-0,337
"aérien";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"avouer";-0,718;-1,041;9,123;-0,369;-0,445;-0,337
"attirer";5,15;-0,001;-1,816;-0,444;-0,535;-0,405
"atout";-0,065;-1,25;6,42;-0,444;-0,535;-0,405
"art";0,344;-0,001;0,352;-0,444;-0,535;-0,405
"armstrong";5,15;-0,001;-1,816;-0,444;-0,535;-0,405
"armin";-3,756;-1,25;-1,816;81,926;-0,535;-0,405
"application";-0,718;-1,041;9,123;-0,369;-0,445;-0,337
"antenne";-2,5;0,173;0,008;11,7;-0,356;-0,269
"animer";-3,128;0,028;9,123;-0,369;-0,445;-0,337
"afrique";-1,203;-1,25;12,279;-0,444;-0,535;-0,405
"activité";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"étonnant";0,992;1,838;-1,512;-0,369;-0,445;-0,337
"émettre";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"éloigner";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"électrique";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"zarzavatdjian";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"xxe";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"www";-3,128;24,206;-1,512;-0,369;-0,445;-0,337
"voyager";0,992;-1,041;0,802;-0,369;-0,445;-0,337
"volcanique";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"vitesse";0,229;0,173;0,008;-0,295;-0,356;-0,269
"vendredi";-3,128;1,838;0,802;1,359;-0,445;-0,337
"uzeel";-2,5;-0,832;-1,209;54,529;-0,356;-0,269
"téléphone";-3,128;0,028;9,123;-0,369;-0,445;-0,337
"triangle";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"toucher";-2,5;3,039;1,627;-0,295;-0,356;-0,269
"totalement";-3,128;6,471;0,802;-0,369;-0,445;-0,337
"thomas";-3,128;1,838;0,802;1,359;-0,445;-0,337
"tesla";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"surveiller";2,274;-0,832;-1,209;2,069;-0,356;-0,269
"suivant";-2,5;9,431;0,008;-0,295;-0,356;-0,269
"statue";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"spécialiser";-2,5;-0,832;13,325;-0,295;-0,356;-0,269
"souvenir";0,006;1,838;-0,028;-0,369;-0,445;-0,337
"souffle";-3,128;-1,041;-1,512;68,216;-0,445;-0,337
"soleil";2,274;-0,832;0,008;-0,295;-0,356;-0,269
"sol";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"soir";-1,874;0,552;0,175;3,302;-0,267;-0,202
"social";-2,5;9,431;0,008;-0,295;-0,356;-0,269
"simon";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"service";-0,304;3,039;0,008;-0,295;-0,356;-0,269
"scène";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"santé";-2,5;-0,832;13,325;-0,295;-0,356;-0,269
"sacré";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"résultat";-0,718;-1,041;9,123;-0,369;-0,445;-0,337
"récent";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"rumeur";0,006;-1,041;3,833;-0,369;-0,445;-0,337
"ruine";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"reporter";-0,718;6,471;-1,512;1,359;-0,445;-0,337
"reine";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"reconnaître";-2,5;9,431;0,008;-0,295;-0,356;-0,269
"rapidement";0,006;1,838;-0,028;-0,369;-0,445;-0,337
"ramener";0,992;-1,041;-0,028;1,359;-0,445;-0,337
"radio";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"psychiatre";0,229;0,173;0,008;-0,295;-0,356;-0,269
"pratique";-0,718;-1,041;9,123;-0,369;-0,445;-0,337
"pléiade";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"plante";-0,718;1,838;0,802;-0,369;-0,445;-0,337
"plage";-3,128;0,028;9,123;-0,369;-0,445;-0,337
"pièce";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"piste";0,992;1,838;-1,512;-0,369;-0,445;-0,337
"payer";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"passionner";-0,304;-0,832;6,066;-0,295;-0,356;-0,269
"partisan";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"participation";-3,128;24,206;-1,512;-0,369;-0,445;-0,337
"paranormal";0,006;-1,041;3,833;-0,369;-0,445;-0,337
"original";-2,5;19,349;-1,209;-0,295;-0,356;-0,269
"orient";-3,128;-1,041;-1,512;68,216;-0,445;-0,337
"one";-2,5;3,039;1,627;-0,295;-0,356;-0,269
"onclusive";-3,128;-1,041;3,833;8,638;-0,445;-0,337
"océan";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"novembre";-2,5;0,173;1,627;2,069;-0,356;-0,269
"nouvel";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"nature";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"national";-0,032;0,552;0,175;-0,221;-0,267;-0,202
